business_id,stars,BusinessParking,RestaurantsDelivery,RestaurantsReservations,NoiseLevel,RestaurantsTakeOut,RestaurantsPriceRange2,WiFi
siFCEoRRDSmLN0RCvdV74w,2.0,False,None,None,,None,None,
N97-DBkCFBy69maCMkUG1A,2.5,True,True,False,loud,True,1,no
G9uajeJq5BR9tIKekfh6Fw,3.5,True,False,,,True,2,
A1fBuGCmo9f8H00wIV3OYw,4.0,False,False,False,quiet,True,1,
F32TBGo4dVLYxsgllAUQ3w,3.0,False,True,False,,True,1,
dgxsoV6FQti5eRhDNFYkmw,4.0,,True,,,True,2,
zCtKMafESu__tsn3Ur_TqA,3.0,False,,,,,,no
nc7YTLSXEWPG4Q0WlI5iPQ,3.5,True,True,True,average,True,2,free
--9e1ONYQuAa-CB_Rrw7Tw,4.0,True,False,True,average,False,4,no
PFf0rzMI-Es6X0AtHlNPbg,3.0,,True,False,average,True,2,no
SjmtOnyHgdKFDUkAuyPcMw,4.0,,,False,,True,1,
ddVqa9ZumiwATVhlTVq4RA,4.0,True,False,True,loud,True,4,free
05SEa-U2s2EBjfCEuI290Q,4.0,,False,False,,True,2,
C2skZUb7BLpv3e78Mcf5cA,2.0,False,True,False,average,True,1,no
WVZOqMZR5uWQMPp3xMcHHA,4.5,True,False,False,,True,1,free
9vNVxunrEcQIZUke20xTWg,2.5,False,False,False,average,True,1,free
l6SSlfq0zBjozq_emQOekQ,3.5,False,False,False,,True,1,free
XUu0kQThRtv4iXysUOEdtQ,4.0,,True,False,average,True,2,free
pd40A0UmsQnBwvGmF4xoIQ,3.5,,False,True,average,True,2,free
_Erx5QMUj8TdMT31tzAXSg,3.0,,,,,,,
2j78b8m1w4Sr2GVGCzFBtQ,4.0,True,False,False,average,True,2,free
DKXUkIrFnMUMF535gf-dPA,4.5,True,False,False,average,True,1,free
NAC9EeTWBkI6yG5NV1XdBQ,4.0,True,True,False,quiet,True,2,
GYHaejDRFdUgyRm8X_g8rg,4.0,True,False,False,average,True,1,no
5BAdubSKMARs3qYRHGaClA,3.5,True,False,True,average,False,2,free
VmLDUvoQySYrW-Rk68olhg,3.5,True,False,True,average,False,3,no
FU4HTjT_aiuuHIpCbhtpfw,3.0,True,False,True,average,True,1,free
VMOszi0qk5wOWxZfgyaLxw,4.0,False,,,average,True,2,
N_cCvYUP0dQeLKflgoUrXQ,3.5,True,True,False,average,True,1,free
rMCKv9puuu2NkYISHnwyWg,3.5,True,False,False,average,True,1,free
88wGoNiuZlUxpyeUhwb5hQ,3.5,True,True,True,average,True,2,free
SC4J9kQJ5-bYjXCTVxHXzA,4.5,False,True,False,average,True,1,
Q3B6jCQQ0KtkqFI6-Z9WCw,2.5,,True,False,,True,2,
BCBLDV5sxvOebPRswPFFgA,1.0,True,False,False,average,True,2,
lRL7x-HMBscWyELxEVq85w,4.0,True,True,False,average,True,2,no
tY8iEZkq0ZloRgvHgpYHtQ,4.0,True,False,False,average,True,2,no
nbboPcIPAvVmRXVeBeBDkw,2.5,,,,,,,
GxMwUyAu_Px2cFkLUAIX0w,2.5,False,False,True,average,True,2,
z36agKJZm458stAJI0PPEA,4.5,,True,False,,True,2,free
77AfVfvvjfQXslusY8QElg,3.5,True,False,True,loud,False,2,no
JdtJ3jmMukLXU-gDjVTEgg,4.0,True,False,False,average,True,1,no
Vs1fOHl8Ccr8iYF73hHKcg,3.0,,False,False,,True,1,
uNzg9P7p-7QBNp47U4koEg,4.0,True,False,False,average,True,1,free
0iOF4P2dMmhQRJ84h2wDeg,4.0,False,False,True,very_loud,True,2,no
MXpCVzm1V5OH05KO6n7ntA,5.0,False,False,False,average,True,1,no
1TdqKCm_Ef9Zl8Ve4wopzQ,3.0,True,False,False,average,True,2,free
n5iwkQQH9nipqi_8cEyNiQ,4.0,True,False,False,average,True,1,free
h58IV-LbmpycdzlwVhUhgw,3.0,False,False,True,average,True,2,free
HP8mkVdLa9F4Amsp2thKhQ,4.0,True,False,False,average,True,1,no
lojZ-2AVIvkPeDQjd-8dPQ,3.0,,,True,average,True,2,
WwBadFHFU-81RJAKtTgB_Q,3.5,True,False,False,quiet,True,1,no
OM31QC8tyTOXZgK0FDz_hw,3.0,False,False,False,average,True,1,free
EOS1D1APHwlU19YL3A1PGQ,3.5,True,False,False,average,True,1,no
8oSlQByXcv-QXcBPD8UfNw,2.0,True,False,False,average,True,1,free
CXFARDJEpOreI9Xyxzl8Yw,2.5,True,False,False,average,True,1,
mJ3KbEz2fEMTGXc30cz9Aw,3.0,True,True,False,average,True,1,free
hXlkeHIfUsXbNgOvfXF8jQ,3.0,,False,,average,True,1,no
kh6wb-wPdCYvqLPuBd1Urg,3.5,True,False,False,average,True,1,free
R6Vd0KrHR4VvaEoY_w2P0w,3.0,,True,False,,True,1,
ODZLMTbjCnpDNkW1JbMjlQ,2.0,False,False,,loud,True,2,no
Nc0xqiAmS2OTxPrlvQrJ4A,3.5,,,,,,1,
JynJX_qCWD3kbTiMar1tug,1.5,,False,False,average,True,1,free
DN0b4Un8--Uf6SEWLeh0UA,3.0,True,False,True,average,True,2,no
1aqUOYV8ET45wGYh_6buRw,3.5,,True,,,True,1,
xXxg8CBBdt8P1VHmUl3v3g,2.5,False,,False,average,,2,free
sLEIfWO9OEmVkIJ99oVP2w,3.0,True,,False,quiet,True,1,no
U4iqELk1IiqARpk5uJJOZg,4.0,True,False,False,,True,2,free
UiRHhHhDaXzkkoJCf8LcTg,4.0,False,False,False,average,True,1,no
yOM-OLQExaKHdrHRIfcBKQ,4.0,True,False,True,average,True,2,no
g74ClehJVU5h-29-Bx5xwQ,3.5,,False,False,,True,1,free
WXPLWqJuOwPwtJa2HQ-2fA,3.0,False,False,False,average,True,2,no
fYWqvpcVgd62ChwnMV5YqA,3.0,True,True,True,,True,2,
rYZ9G7VxjU3_j8tXAHjKYw,5.0,,,,,,,
BFcPYfBUYs7e4HZIxFQGmg,2.5,False,False,True,,True,2,
RPjBB_uhHQ4oxp39Jqm_HQ,3.0,True,True,False,quiet,True,1,no
lCMOdWehkmMbb-BY4B4XxA,2.5,,True,True,average,True,2,
kkdqDkenBuqdbX6rAl6Atw,3.5,False,False,False,,True,1,
f-dVQXjrSg3k4GIcIUFAjw,3.5,False,False,True,quiet,False,2,no
vkTuWMjgunmMP8DKQKQHJg,3.5,True,False,True,,False,2,free
28WPlFlsKchH-3dkub1Iiw,3.5,,,True,,,2,free
Xum7L94m49vDt01ZGX1EqA,2.0,,,False,,False,1,
45fMwU6aolShQ-B0mTwglg,2.5,False,False,True,average,True,2,no
AnOb3EDRIwfVayPWddr78g,3.0,True,False,True,average,True,2,free
AUlGrXIx9dkYh8_azGBGdw,4.0,False,False,True,average,True,2,free
Zrq4_GDePGn8epquCUibbA,5.0,False,False,False,,True,2,
p1URrIkHBPHuB1YJX-WVgg,4.0,,True,False,,True,,
PqnGRNZ8E587iEasyknWRw,4.0,True,False,False,average,True,2,free
R3TC2oq8fQK9c9BNMZ-ynA,3.5,True,True,True,average,True,2,no
0xvdC8F0HmFpAFkJk6nXLg,4.5,True,False,False,average,False,2,free
4oTHmCsdWdLLIPwHXQIAyg,2.0,,False,,quiet,True,,
EOBTIIbjfeLuTdXeFGsOTg,4.5,True,True,False,quiet,True,2,free
O5vvFCWbgOpA-IbirCohQw,3.0,True,False,False,quiet,True,2,no
xWpy6al-9u02BZz00Kbbyg,4.0,True,True,False,average,True,2,no
ts4ZmG1Fde5UfQDDskR5eQ,4.5,,False,False,,True,1,
hSL3GrQ7fjK8a6Boi_jJeQ,2.5,,False,True,,True,2,no
93zez33QieKhcmfiSMUA-Q,1.5,,False,False,,True,1,
hlXjhDIieeDg1BrX2INeZw,4.5,,,True,,,,
WF067eOghIq5_TXrcEPTFw,3.5,True,False,False,quiet,True,1,no
1PvEnSgdZVZZlH552XUTGg,3.5,False,False,True,average,True,2,free
CRgCV0KUx40uW_j_b0p-MQ,4.0,True,False,True,quiet,True,2,no
pUfydTma1QSFhYcGUwhzSQ,3.0,True,False,True,,True,2,free
rDMptJYWtnMhpQu_rRXHng,1.0,True,False,False,loud,True,1,free
dPWHFb_sDduzcJdOZSqR5Q,4.0,False,False,False,loud,True,2,free
6UhCuObwzhEYOmj75T7Nzg,5.0,False,,False,average,True,1,no
hun1IpoFPWs7zoYyr_JtoQ,4.5,True,False,False,quiet,True,1,free
Ul93EfDgIlL3Vm7pBt9Y7A,4.5,True,True,False,average,True,2,free
GMcit-31kUNFVulQGwSEwA,3.5,True,False,False,average,True,2,free
MKmxhIHTdJduU0FFMRdfqA,4.5,False,False,False,quiet,True,2,free
6jooRp-nqdVufPSwiZGxRg,4.5,,False,True,,False,1,free
w7BHkgxJS7ncuXep905GLQ,3.5,False,True,False,quiet,True,2,no
--q7kSBRb0vWC8lSkXFByA,4.0,True,False,False,average,True,2,
yuovcAoXHuUERpOTPH-y_w,1.5,,False,False,,True,1,
uFiGYsAWSLpmVIMgDgN9mA,3.0,False,False,False,loud,True,1,no
2ktZ89dpmOAhBcECa6Ml2g,4.0,True,,,,True,1,free
45m_xaD3A1saWNjVDahECQ,3.5,True,False,True,quiet,True,2,no
LH0Pd49g7hYPKzgZRkCUOA,4.0,False,False,True,,True,2,
9BsukC2Q4LHt35yMGwNW4w,2.5,,False,False,,True,1,
NVX_BF_LcDy3fNshXMuz7w,4.5,False,False,False,average,True,1,no
6_0DEmd4ZFkjD82YNVmIsA,3.5,True,False,False,quiet,True,2,no
ZZiZUiUZW6BbSz-xtlUAmw,3.0,,,False,,True,2,
4TZjm5eIQq4hKnjFjOyW3w,3.5,False,False,False,average,True,1,no
HFwNNNrPrQT3rJD1VwEjTg,3.5,,,,,,,
mOW2adAwuFSMHXv74psg7w,4.0,True,,,,True,1,
CgnHLwWbteqb8qxcZgBLyw,3.5,True,True,False,average,True,2,no
epBpi9x8By_VhIcV5HOmDA,3.5,True,False,True,average,True,2,free
9zGkU1ahmYCn3DlnKOXhqA,3.0,True,False,False,quiet,True,1,free
sKXiZNRix6vWSxZDXPnRxw,3.5,True,True,False,average,True,2,free
8juFTQGH3PDWrtyzlUMzYg,4.5,,,,,,,
vs4buLuW54KW1aZFNe59bQ,3.5,False,False,False,loud,True,1,no
bftuYnG58kywe6FSmqMrZw,3.0,True,False,False,average,True,2,free
Bf0IFT8NjGEd-wstjfoY8A,4.0,False,False,False,average,True,1,
OaM2Bjeo2Ftt84ruTrzPNQ,3.5,True,False,False,quiet,True,1,no
0-kqF27U3eBsSDtlm986Ww,4.0,True,False,True,average,True,1,free
aNmMmHPZnD_8WiPdAd5WqA,4.5,True,False,False,average,True,2,free
znH36RmIAI4wcHy9WiEO5Q,4.5,True,False,True,average,True,2,free
bLi48v8Div6Qm2Fyaw0C6Q,4.0,False,False,True,average,True,2,no
3te8dGIvzz5V5_kMIr6-Dg,4.0,True,False,False,average,True,1,no
v_UM-AW9YYTCbWUNa-w1Gg,4.0,True,False,True,average,True,2,free
YQpYAsqBFQiOJB0hDBaO6g,4.0,False,True,,average,True,2,
dxBmhwkP7UcjGTH7RlI_lw,3.0,,True,False,,True,2,free
TFN5DV4zhEa3iXS7RI0MxQ,2.5,False,False,True,average,True,2,no
npWsKb9Z7IBxAmKPwGO3zQ,2.0,True,True,True,average,True,1,free
claim2_6MEx2kVQ3o04X-Q,3.5,False,True,True,,True,2,
v0bL0-frMFrvHz-5OgUczw,3.5,True,False,False,average,True,1,no
QfWFxmXqRGixztgaZN0gOA,4.0,True,False,False,quiet,True,1,free
jv8h_KqwNb3DGwimITZDDg,2.0,,,,,,,
wpStZsQ3yKudY92DRq-mOA,2.0,False,True,False,quiet,True,1,no
54LYVM1gCGQ2UVFK9QhgTw,4.5,True,False,False,quiet,True,1,no
u0YYkO2CeD3JFCkR1wSMog,3.5,True,False,True,average,False,3,no
KTgbFortwSnFSsQDhoXpTA,3.5,False,True,False,,True,,
9EkpAzQGQuIguaV12Zxn-A,4.5,False,False,,,True,1,
Mwl79jLlxPQabA3yiSPz0A,4.0,True,False,False,,True,1,no
3IshslsyTGznRjerD3WANQ,4.5,True,False,False,quiet,True,1,no
gg62odhAf0bHAvCaTaaEhQ,4.5,True,False,False,,False,,free
b6ObPzfxyl3iiy_tn-Fz9Q,5.0,,,False,,True,1,
6dk3H4X0ZztxbG3b5Yij4w,4.0,True,False,True,quiet,True,2,free
OBiEUhHNYMWKuqb6yPVDDQ,4.0,True,True,False,,True,,free
rLMsz9ams_xrlX_weejhtQ,3.5,True,True,False,average,True,2,free
nnZ-lcVrh0Cgz13aJvZQ6g,4.5,,,,,,,
5FwqFVkpKoXUgItP4gvO4w,3.5,True,True,True,average,True,2,
jUddhNjGAE6W7MQKaUEZ4Q,2.0,True,False,True,average,True,2,no
hLRorEsACIyya9gA9C3BdQ,3.0,False,,True,,,4,
WCOuyKKNHWqua5MAKUNpaQ,2.0,True,False,True,,True,2,
g-aAe8SqZlZTnN3oA8mNlw,2.0,True,False,False,quiet,True,1,no
19wIOjBlI_2EKGM8E4O6Mg,3.0,False,True,False,average,True,1,no
N9qQPezv9swXFLPgoMdhOg,2.0,True,False,False,average,True,2,free
Ia_4DtMhp92IcFt0bzZhIg,2.0,False,False,False,,True,1,no
NwDoIga1BfKAsw-0xq62iQ,4.5,,False,False,average,True,1,free
Ze4VPogvcD7inc3QuvY_yg,2.5,True,False,True,average,True,2,no
_CsAbMnN5NgstsrmgymQFg,2.5,False,True,True,average,True,2,free
oNZgQTBzazjS6JQBvmE_HA,3.0,False,True,True,quiet,True,2,no
USRXU4ASBAFSKhlk-KVrCw,3.0,True,False,True,average,True,2,no
nrqN45BQyxDjXy2q3VdolA,4.0,True,False,False,average,True,1,no
FxEJjLZj6UdsOCGcgEufeA,4.5,True,False,False,,True,1,no
jPQxZTuFhuVHsu-DI4hm2A,4.0,True,False,False,quiet,True,1,no
kemSq9mBxmPaKHQrUXPJ_g,4.0,True,True,False,average,True,2,no
L3r41ek26f6E1rRFa39fGg,4.5,False,,,quiet,,,
UJCo2_6Q6MnHvZ2vEyUXTg,3.0,,,False,,True,,free
UNT3bzpG4b9JSeaskTAMhw,4.0,,True,False,,True,,free
bHzdbQ5BrPJZKGHI4iyQ0g,2.0,,True,,,True,,
dDYbnQHBi0dqZH2kmiNaSA,3.5,True,True,True,quiet,True,1,no
lEtpTFWetCf6xnzeImLiHg,4.0,True,False,False,quiet,True,2,no
zcpfOE1tBET_5YUjq8y11g,4.0,False,True,False,quiet,True,2,free
kPR47uxGqmQNIQkIZr2_Tg,4.0,True,False,False,average,True,2,no
54kfE6vauORUVUifLagkXQ,4.5,True,False,True,quiet,True,3,free
POIowl4F1ZiHdKLnx__ulw,3.5,True,False,False,average,True,1,no
y1esDY2vFyaTMf1YlRT7ZA,4.5,True,False,True,average,True,2,free
GiNGyJIrpzHqsu3GxB5vpg,3.5,True,False,False,average,True,2,free
D6ux7nQ7cup0nsCFwPiKxg,4.0,True,,True,,,2,
i1t1vBPEWkjPVEW9OoDH2A,1.5,False,True,False,average,True,2,no
FlR7sRTs_xyW8rr2aQHiww,2.5,True,True,False,,True,1,no
-WKflOYB9SBUMz8DgFzj6Q,3.0,,,True,,True,,
ldul8JZp9FmzTsBx7dOY_g,3.5,True,True,False,quiet,True,1,no
0yFe_kQiynisvahzVuq6Mw,1.5,False,False,False,average,True,1,
kUnHgSjIWOeCzacpSFhyjw,3.0,,,,,,,
6BnxVOwU-lPMOAS4d-b8_Q,2.0,True,False,True,average,True,2,free
9q8JSsHC5lR6Hh16W_5ggg,2.5,True,False,True,average,True,2,free
Xe1zK-Z9kSw_sRmsa0Vujw,4.5,,True,,quiet,True,2,free
tJITTrheGN4ZZ25xMqWwnA,3.5,True,False,False,average,True,2,free
NSKiLZls0KbA_MxY-wIc-Q,4.0,,,,,,,
Sq596PqWNj7J0s-YAQmrQA,2.5,True,True,False,very_loud,True,1,
7j4JCwpULz9oYb2eQb2dNg,2.5,True,True,False,average,True,2,free
BAn9xggxcFRfFom4ea3X5Q,3.0,,,,,,,
KiTHWMK20GvgPvpHSzTHTg,3.0,False,False,False,average,True,1,free
ulxNhDgN5aMC7bwG6maJIQ,4.0,True,,,,,,
_MOZSg1ajEvkubHXM3aDFg,3.5,False,False,True,,False,3,no
pX3TM1r3PTgUdfUTAjk44w,1.5,True,False,False,loud,False,2,
Jr2qi4Nq3xrfNTa_jTVtYg,3.0,False,False,,quiet,True,3,
yxj0P4O-ydn2KTzOut86QA,3.0,True,True,True,average,True,2,free
QUxzvPrcWSXCKtYcneXIVA,4.0,True,False,False,average,True,1,no
OkYwpGy4cHznqStfIQVA_w,2.5,,,,,True,1,
BnpuVvPy3sfLlkqKCx6Xnw,2.5,True,False,False,average,True,2,paid
0a1BBSewiusfCalA9UVEYA,3.5,False,False,True,,True,,
Mx8jCUdhaNbMgx_04DWHdA,3.5,True,True,False,average,True,1,free
AfQjI9Wbu6_Hzy2b3e7JLw,2.5,True,False,,,True,2,no
eYrjjYCxD00BBRUZ9p19Cw,3.5,,False,False,,True,1,
rgohunOzrrrgdZcxkQzCgQ,4.5,True,False,True,loud,True,2,free
wqETuTJxhBBTcKTNxQqzyg,4.0,True,False,False,average,True,2,free
-WNHQxsBfE3gRgIdW2vwsQ,4.0,True,,,,,2,free
PL_q6weVENYkaHmP1HAIaw,1.5,,False,False,quiet,True,1,no
oR0a8o24L237PWYCRAF4cQ,4.0,False,,True,average,,3,free
x2Ckn6HgwUP4loclkSyhuw,4.0,True,False,False,,True,1,no
PvXIIRzRZGUMnu0CYEax4w,3.0,False,False,False,average,True,1,no
IYNhLtGRSdb0Kr_t7EvQHw,4.0,False,,False,quiet,True,2,
NHFsXnwZDkY3ufoTE9iKjQ,3.0,False,False,False,average,True,1,no
pIWWeRj4tH2R9z_DYzEFdA,3.5,False,False,False,average,True,2,no
cF0PKI4NzTpojcQvQRNRLw,3.5,True,False,True,average,True,2,no
JSLCRXAD0-lU5-Ax2vPAOA,2.5,True,True,False,loud,True,1,no
PcPgHqQE5lPyBXO4YCJuOQ,3.0,,,,,,1,
lf-H2l65FE0oluEco-m4KA,3.5,True,False,True,average,True,1,no
93kdIq8Ao3KJgXWiuD4ZIw,3.0,,False,False,,True,2,
goZV-PlwLJOB8s5O3GruxA,4.5,True,False,True,average,True,2,no
kxAQGy2ZpguB7zn8Nqgb_g,3.0,,False,False,average,True,1,no
wSwkjQXQsWLQHa6AvFr_RQ,3.0,,False,,,,,
yz2EimDE7bBvq6b4mDe_zg,3.0,True,False,False,average,True,2,no
RScKS72p6_AykRRwZOxqog,1.0,False,True,,,,,
UV6f9hfEyxsGjUf4NCJxnw,3.5,False,,False,average,True,2,no
n8qv-csOJM-0GKAJo1fbAw,3.5,False,False,True,quiet,True,2,no
8z1S900U2lYtABbwrHMDQg,3.5,,False,False,,True,,
dH1w7xsaApqlk4xTmpM_Qw,4.0,True,True,True,,True,2,no
11PFVSs86ssEnxafcxW9Xg,4.0,True,True,,,True,1,free
etylBefPKEMjm9nS9c1qiw,2.5,False,True,False,average,True,1,no
U1_89WxlRg9DjhCDyF368A,2.0,False,True,False,,True,2,free
wa41KP_3J9msvVHDtAOddQ,2.5,,True,,,True,,
DstV9qkEFmCrB1Zf3Zqfhg,4.0,True,False,False,average,True,1,free
0cWaLXoq8CwSwbThhKBhtQ,3.5,False,True,True,,True,2,free
kRlzBlhoD9P__yElGJGTcg,3.0,True,False,False,average,True,2,free
HJ6F0WUOc6frOK13voZPIA,4.0,,,,,,,
ZRr_Ldmc_gmNbnUPiH4xUw,5.0,,,,,,,
ZyYWnUbopxby-dW4eOovxw,3.5,True,False,False,loud,True,1,no
PLlsnoVilX4gxsT4x9oF5g,4.0,False,False,True,average,True,2,free
vx3nrYsVvissEar4XeGRDg,3.0,True,False,False,average,True,2,no
z_zyOfFO-OIYgCR5hstyTw,3.0,,True,False,quiet,True,2,free
7M_wmSKg-qljRdwafdPKpg,4.0,True,False,False,average,True,1,no
QBBZ3KG9fPDJYxOGnAPNMQ,4.0,,,,,,,
fRjl8uquFV4C4138L-5tnA,4.0,True,False,True,average,True,2,free
Ps7wKLxW1WA1rzwvp3myVA,4.5,False,False,False,None,True,1,no
ceVWEkif38SMGNcBR55PNA,2.0,,,,,,2,
yH83tf58E9jrME5U4HGAMg,2.0,False,False,False,average,True,2,no
cbddL2q8uRA38RwycB0FJg,3.5,True,,True,average,True,2,free
PEy0IduplUy2zFu72Qh-QQ,3.5,,,False,,,,
f6sfdqS4WAwaD9zzTADEuw,3.0,,,,,True,1,
fPWCdV3skRF_NQYTx585VA,4.0,,,,,,,
Mv4RTY-KF8Vpms3-4gZieA,2.0,False,True,True,very_loud,True,2,no
kyphxFtMIC6w7ktg-fwxWA,2.0,True,False,False,average,True,2,free
8GBmys1QbunrRRnXOhlLeg,4.5,,,,,,,
oAMTQB42vLuJS5LVGXiR9A,3.0,True,,True,,True,2,
kcF-en40P3J9L8nLy5lKqQ,3.5,True,False,True,average,True,2,free
z9SkYzD6RkmsdDw1qq3uXA,3.0,False,True,False,quiet,True,2,
XSpEeRqe1CeIBrDoC-wEzg,4.5,False,False,False,average,True,1,no
_YerZzosnwAs6R6p1FNkUQ,3.0,,True,False,,True,1,no
mxuUDbstSrPf2OVfjXKpBA,2.5,False,False,False,,True,1,free
WhTycXEq9BKMPHBBGMVRyA,3.0,,True,True,average,True,2,no
sqj18NheItQq-PR9c4uM4g,3.0,False,True,,,,,
1UmZSifNBsygSWzbfKiAew,3.5,True,True,True,quiet,True,1,no
IlwIKX1ruAc82jj78iQpOQ,3.0,False,True,True,average,True,1,free
ulvhY9bckuDWF8qey_yM9Q,3.0,True,,,,True,,
eeZGrFHVCrVIMwPWsEBg4Q,3.5,False,False,True,,True,2,
btzrm4mHndjIOy3yScQOIA,3.5,,False,False,,True,1,no
bZU80cosBR5btXby1xCOyg,4.5,False,False,True,average,False,3,no
WSVLZy-A3sznGSWyjnDbmg,4.0,True,False,False,loud,False,2,no
kkK7Z5n-cFXZISyrsIR4Gw,3.0,,,,,,,
mOsKIonnlHllP9gfbXdgnQ,2.5,,False,False,quiet,True,2,no
nZS3Zv36uJOELtNP-ogvOQ,3.0,False,False,True,quiet,,2,
dt5yEGC8yy_V7FAC1AcWdw,4.0,,,True,,False,,
hqvqLihniz0ynit9c36JHg,4.0,True,False,True,average,True,2,free
g3wJ3T0ksO4xgDS6KIDY1A,3.0,True,True,True,quiet,True,2,no
TZ0ETV0XkYZbR4EZ5Bka_g,3.0,,,,,,,
UTU4wNXX8iqz0R4NgOlnDg,3.5,True,False,True,quiet,True,2,no
wcFscp4-QH0PJeIW1EOQEQ,3.0,True,True,False,average,True,1,no
LyNhyjqYAKmtq_z--AimvQ,3.5,,,,,,,
xktbomDR-rxj8rpE_Ol1PA,4.5,True,False,True,,True,,free
VtmG4MjDQ2rz6Jdi38gg-g,3.5,False,,True,average,,2,
V_RCxGOkOI2sV9V25zTwrg,4.0,True,False,False,loud,False,2,no
Qw3sC3gKTXDakgGmBZV5HA,1.5,False,True,True,average,True,4,no
PIDtIPKa4Fmd6eMEi7B2jA,3.0,False,False,False,loud,True,1,free
N-5j18ODfZKH_Q5p__MoSw,3.5,False,False,False,average,True,1,no
Oqy_c48CNXZwc0rYbecVxQ,3.5,False,,,,True,2,
PE6zjI3g0iscqUixA0VZpA,4.0,,True,False,,True,2,
5-b5tD7VLlDwundbe85l7A,3.5,True,True,False,,True,,
hX3qKoTnpzxTGiPuO2YVTQ,3.0,False,False,False,average,True,2,free
_Ss4d4dYzehTmWJGpkqL7w,3.0,True,True,True,quiet,True,2,no
KWM6C4g9x7Fnmjdz8H18sw,3.5,True,,False,average,,2,no
A2eA3LRbptrexCGw8fu67Q,4.5,True,False,False,average,True,1,no
fs_-JDwKyVIc6iCXnpUzgw,2.5,True,False,False,loud,True,1,no
HiMb8cwGsnFVwYxt1h0RCg,4.0,True,False,True,average,True,2,free
ImLXYkhmd9ELwL3b9xAmsQ,4.5,True,True,False,,True,2,free
zikXPy7iaEIs9kMmhtB0EA,3.5,False,,,,,,
x_onUwRHvlStmDhmLIuPBg,4.5,True,False,True,loud,True,2,free
R0YqczlV4Dl60DVi96rASQ,1.5,True,True,False,,True,1,free
U1LB3sRMGTu_h7Sf9QdNoA,3.5,True,False,False,average,True,2,free
ivbMuKOwwX2B70gFggzT-g,3.5,True,False,True,average,True,2,free
H2ecrTbhNnWgdTXY7ha_Ww,3.5,False,False,True,quiet,,None,
_8HzIslOdrED7JQF2DU2fg,3.0,False,False,False,average,True,1,
HC8hCn9rJB5EEgiNHpb6WQ,3.0,,,,,,,
W-ULhCNr4YPMTKtxP2AVDg,4.5,True,False,True,average,True,2,free
nOOFiJqPddK8QL1Wfw1wZQ,4.5,,False,,,False,2,
7pkiQvVfcsa-wtBEeNHHUg,3.5,True,False,False,average,True,1,free
sNVGdeOPeitJ3OWUQBINzQ,4.0,True,False,False,average,True,2,free
AMzz1UU3nN7CshAFK9X9mQ,4.0,,,,,,2,
JA-O7eaQ_Mkuzu4ctzEzfg,4.0,True,True,True,quiet,True,2,no
qhdrw31E9cNbqrJoPOqWqA,4.5,True,False,True,average,True,1,free
sE05glLpll9KPv3dcO79GQ,3.0,True,False,False,average,False,2,no
28GeAA6PjuHmqgMmp1E2Uw,3.5,True,False,True,average,True,2,no
Ffhe2cmRyloz3CCdRGvHtA,4.0,True,False,False,average,True,1,free
ud-OcPc0KQP-M1U1EpT1rw,4.0,True,False,False,average,True,2,no
V9qjoWogqqMWvFFpuASRYw,3.5,True,False,True,average,True,2,free
WHiND6UPxr6WzgGhz2E91Q,4.0,True,False,False,,True,2,free
I0Ms_lndgwqflsTSzhL_AQ,3.5,False,False,True,,True,2,free
